Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
Flavius | Flavius | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p01" nymRef="names.xml#caes0017n01">Flavius
Valerius | Valerius | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p02" nymRef="names.xml#caes0017n02">Valerius
Constantius | Constantius | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p03" nymRef="names.xml#caes0017n03">Constantius
faithful | faithful | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name>faithful
happy | happy | la-transl | translation | docs/texts/xml/caes0017.xml|<p>happy
unconquered | unconquered | la-transl | translation | docs/texts/xml/caes0017.xml|<p>unconquered
most | most | la-transl | translation | docs/texts/xml/caes0017.xml|<p>most
noble | noble | la-transl | translation | docs/texts/xml/caes0017.xml|<p>noble
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0017.xml|<p>Caesar.
Aufidius | Aufidius | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p04" nymRef="names.xml#caes0017n04">Aufidius
Priscus | Priscus | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p05" nymRef="names.xml#caes0017n05">Priscus
of | of | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name>of
perfectissimate | perfectissimate | la-transl | translation | docs/texts/xml/caes0017.xml|<p><rs type="admTitle">perfectissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0017.xml|<p>rank
governor | governor | la-transl | translation | docs/texts/xml/caes0017.xml|<p><rs type="admTitle">governor
of | of | la-transl | translation | docs/texts/xml/caes0017.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0017.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0017.xml|<p>province
of | of | la-transl | translation | docs/texts/xml/caes0017.xml|<p>of
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0017.xml|<p><placeName>Palaestina
to | to | la-transl | translation | docs/texts/xml/caes0017.xml|<p>to
their | their | la-transl | translation | docs/texts/xml/caes0017.xml|<p>their
might | might | la-transl | translation | docs/texts/xml/caes0017.xml|<p>might
and | and | la-transl | translation | docs/texts/xml/caes0017.xml|<p>and
majesty | majesty | la-transl | translation | docs/texts/xml/caes0017.xml|<p>majesty.
C | C | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>C
Caio | caio | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>Caio
Iulio | Iulio | la | transcription | docs/texts/xml/caes0018.xml|<p><choice>Iulio
Titiano | Titiano | la | transcription | docs/texts/xml/caes0018.xml|<p><supplied reason="undefined"><gap reason="illegible" quantity="2" unit="characters"><lb>Titiano
legato | lego | la | transcription | docs/texts/xml/caes0018.xml|<p><lb>legato
Aug | Aug | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>Aug
Augusti | augustus | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>Augusti
pro | pro | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><supplied reason="undefined">pro
praetore | praetor | la | transcription | docs/texts/xml/caes0018.xml|<p><supplied reason="undefined">praetore
Syriae | Syriae | la | transcription | docs/texts/xml/caes0018.xml|<p><supplied reason="undefined"><lb>Syriae
Pa | Pa | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>Pa
laest | laest | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>laest
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>Palaestinae
Marcus | marcus | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><lb>Marcus
Flavius | flavus | la | transcription | docs/texts/xml/caes0018.xml|<p>Flavius
Quirina | Quirina | la | transcription | docs/texts/xml/caes0018.xml|<p><expan>Quirina
S | S | la | transcription | docs/texts/xml/caes0018.xml|<p>S
legionis | legio | la | transcription | docs/texts/xml/caes0018.xml|<p><lb><expan>legionis
X | X | la | transcription | docs/texts/xml/caes0018.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0018.xml|<p>Fretensis
Antoninianae | Antoninianae | la | transcription | docs/texts/xml/caes0018.xml|<p><lb><del>Antoninianae
s | s | la | transcription | docs/texts/xml/caes0018.xml|<p><del><lb><gap reason="illegible" quantity="1" unit="character">s
optimo | bonus | la | transcription | docs/texts/xml/caes0018.xml|<p><expan>optimo
et | et | la | transcription | docs/texts/xml/caes0018.xml|<p>et
mer | mer | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>mer
merenti | mereo | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr>merenti
To | To | la-transl | translation | docs/texts/xml/caes0018.xml|<p>To
Gaius | Gaius | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p01" nymRef="names.xml#caes0018n01">Gaius
Julius | Julius | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p02" nymRef="names.xml#caes0018n02">Julius
Titianus | Titianus | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p03" nymRef="names.xml#caes0018n03">Titianus
propaetorian | propaetorian | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><rs type="admTitle">propaetorian
legate | legate | la-transl | translation | docs/texts/xml/caes0018.xml|<p><rs type="admTitle">legate
of | of | la-transl | translation | docs/texts/xml/caes0018.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0018.xml|<p>Augustus
for | for | la-transl | translation | docs/texts/xml/caes0018.xml|<p>for
Syria | Syria | la-transl | translation | docs/texts/xml/caes0018.xml|<p><placeName>Syria
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0018.xml|<p><placeName>Palaestina
Marcus | Marcus | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p04" nymRef="names.xml#caes0018n04">Marcus
Flavius | Flavius | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p05" nymRef="names.xml#caes0018n05">Flavius
S | S | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p06" nymRef="names.xml#caes0018n06">S-
of | of | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name>of
the | the | la-transl | translation | docs/texts/xml/caes0018.xml|<p>the
tribe | tribe | la-transl | translation | docs/texts/xml/caes0018.xml|<p>tribe
Quirinaof | Quirinaof | la-transl | translation | docs/texts/xml/caes0018.xml|<p>Quirina...of
the | the | la-transl | translation | docs/texts/xml/caes0018.xml|<p>the
tenth | tenth | la-transl | translation | docs/texts/xml/caes0018.xml|<p>tenth
legion | legion | la-transl | translation | docs/texts/xml/caes0018.xml|<p>legion
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0018.xml|<p>Fretensis
Antoniniana | Antoniniana | la-transl | translation | docs/texts/xml/caes0018.xml|<p>Antoniniana
tobest | tobest | la-transl | translation | docs/texts/xml/caes0018.xml|<p>to...best
and | and | la-transl | translation | docs/texts/xml/caes0018.xml|<p>and
deserving | deserving | la-transl | translation | docs/texts/xml/caes0018.xml|<p>deserving.
to | to | la | transcription | docs/texts/xml/caes0019.xml|<p><gap reason="illegible" quantity="4" unit="character"><unclear><unclear><unclear><unclear><lb><gap reason="illegible" quantity="4" unit="character">to
raes | raes | la | transcription | docs/texts/xml/caes0019.xml|<p><gap reason="illegible" quantity="4" unit="character"><lb><gap reason="illegible" quantity="4" unit="character">raes
devotus | de_-voveo | la | transcription | docs/texts/xml/caes0019.xml|<p><gap reason="illegible" quantity="4" unit="character"><lb><supplied reason="undefined"><gap reason="illegible" quantity="1" unit="characters">devotus
numini | numen | la | transcription | docs/texts/xml/caes0019.xml|<p><supplied reason="undefined">numini
mq | mq | la | transcription | docs/texts/xml/caes0019.xml|<p><supplied reason="undefined"><choice><abbr>mq
maiestatique | majestas | la | transcription | docs/texts/xml/caes0019.xml|<p><choice>maiestatique
eius | is | la | transcription | docs/texts/xml/caes0019.xml|<p><choice>eius
legato | lego | la | transcription | docs/texts/xml/caes0020.xml|<p><gap reason="illegible" quantity="5" unit="character"><lb><gap reason="illegible">legato
Augusti | augustus | la | transcription | docs/texts/xml/caes0020.xml|<p>Augusti
pro | pro | la | transcription | docs/texts/xml/caes0020.xml|<p>pro
praetore | praetor | la | transcription | docs/texts/xml/caes0020.xml|<p>praetore
provinciae | provincia | la | transcription | docs/texts/xml/caes0020.xml|<p><lb>provinciae
Syr | Syr | la | transcription | docs/texts/xml/caes0020.xml|<p><choice><abbr>Syr
Syriae | Syriae | la | transcription | docs/texts/xml/caes0020.xml|<p><choice><abbr>Syriae
Palaest | Palaest | la | transcription | docs/texts/xml/caes0020.xml|<p><choice><lb><choice><abbr>Palaest
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0020.xml|<p><choice>Palaestinae
VICV | VICV | la | transcription | docs/texts/xml/caes0020.xml|<p><choice><lb>VICV
a | ab | la | transcription | docs/texts/xml/caes0020.xml|<p>a
Victorinus | Victorinus | la | transcription | docs/texts/xml/caes0020.xml|<p><gap reason="illegible" atLeast="1" atMost="3" unit="character"><lb>Victorinus.
propraetorian | propraetorian | la-transl | translation | docs/texts/xml/caes0020.xml|<p><rs type="admTitle">propraetorian
legate | legate | la-transl | translation | docs/texts/xml/caes0020.xml|<p><rs type="admTitle">legate
of | of | la-transl | translation | docs/texts/xml/caes0020.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0020.xml|<p><rs type="admTitle">Augustus
for | for | la-transl | translation | docs/texts/xml/caes0020.xml|<p>for
the | the | la-transl | translation | docs/texts/xml/caes0020.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0020.xml|<p>province
Syria | Syria | la-transl | translation | docs/texts/xml/caes0020.xml|<p><placeName>Syria
PalaestinaVictorinus | PalaestinaVictorinus | la-transl | translation | docs/texts/xml/caes0020.xml|<p>Palaestina...Victorinus.
Tiberio | Tiberio | la | transcription | docs/texts/xml/caes0021.xml|<p>Tiberio
Claudio | Claudio | la | transcription | docs/texts/xml/caes0021.xml|<p>Claudio
G | G | la | transcription | docs/texts/xml/caes0021.xml|<p>G
legato | lego | la | transcription | docs/texts/xml/caes0021.xml|<p><gap reason="illegible" quantity="2" unit="character"><lb>legato
leg | leg | la | transcription | docs/texts/xml/caes0021.xml|<p><choice><abbr>leg
legionis | legio | la | transcription | docs/texts/xml/caes0021.xml|<p><choice><abbr><supplied reason="undefined"><gap reason="illegible" quantity="2" unit="characters">legionis
T | T | la | transcription | docs/texts/xml/caes0021.xml|<p><choice><lb>T
E | ex | la | transcription | docs/texts/xml/caes0021.xml|<p>E
To | To | la-transl | translation | docs/texts/xml/caes0021.xml|<p>To
Tiberius | Tiberius | la-transl | translation | docs/texts/xml/caes0021.xml|<p><name><persName lang="la " ref="persons.xml#caes0021p01" nymRef="names.xml#caes0021n01">Tiberius
Claudius | Claudius | la-transl | translation | docs/texts/xml/caes0021.xml|<p><name><persName lang="la " ref="persons.xml#caes0021p02" nymRef="names.xml#caes0021n02">Claudius
G | G | la-transl | translation | docs/texts/xml/caes0021.xml|<p><name><persName lang="la " ref="persons.xml#caes0021p03" nymRef="names.xml#caes0021n03">G-
legional | legional | la-transl | translation | docs/texts/xml/caes0021.xml|<p><name><rs type="admTitle">legional
legate | legate | la-transl | translation | docs/texts/xml/caes0021.xml|<p>legate...
a | ab | la | transcription | docs/texts/xml/caes0022.xml|<p>a
Sexto | sextus | la | transcription | docs/texts/xml/caes0022.xml|<p>Sexto
leg | leg | la | transcription | docs/texts/xml/caes0022.xml|<p><gap reason="illegible" quantity="4" unit="character"><lb><gap reason="illegible" quantity="1" unit="character"><choice><abbr>leg
legato | lego | la | transcription | docs/texts/xml/caes0022.xml|<p><choice><abbr>legato
Augusti | augustus | la | transcription | docs/texts/xml/caes0022.xml|<p><choice><supplied reason="undefined">Augusti
pro | pro | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined">pro
praetore | praetor | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined">praetore
Syriae | Syriae | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined">Syriae
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined">Palaestinae
praef | praef | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined"><lb><choice><abbr>praef
praefecto | praeficio | la | transcription | docs/texts/xml/caes0022.xml|<p><choice><abbr>praefecto
ar | ar | la | transcription | docs/texts/xml/caes0022.xml|<p><choice><supplied reason="undefined"><gap reason="illegible" quantity="2" unit="characters"><lb>ar
b | b | la | transcription | docs/texts/xml/caes0022.xml|<p><unclear><gap reason="illegible" quantity="7" unit="character"><lb><lb>b
cher | cher | la | transcription | docs/texts/xml/caes0022.xml|<p>cher
L | L | la | diplomatic | docs/texts/xml/caes0023.xml|<p><gap reason="illegible" quantity="2" unit="character">>L
Q | Q | la | diplomatic | docs/texts/xml/caes0023.xml|<p>Q
STIO | STIO | la | diplomatic | docs/texts/xml/caes0023.xml|<p><gap reason="illegible" atLeast="3" atMost="5" unit="character">STIO
Flavia | Flavia | la | transcription | docs/texts/xml/caes0024.xml|<p>Flavia
Augusta | augustus | la | transcription | docs/texts/xml/caes0024.xml|<p>Augusta
Caesarea | Caesarea | la | transcription | docs/texts/xml/caes0024.xml|<p>Caesarea
Flavia | Flavia | la-transl | translation | docs/texts/xml/caes0024.xml|<p><name><persName lang="la " ref="persons.xml#caes0024p01" nymRef="names.xml#caes0024n01">Flavia
Augusta | Augusta | la-transl | translation | docs/texts/xml/caes0024.xml|<p><name><persName lang="la " ref="persons.xml#caes0024p02" nymRef="names.xml#caes0024n02">Augusta
Caesarea | Caesarea | la-transl | translation | docs/texts/xml/caes0024.xml|<p><name><persName lang="la " ref="persons.xml#caes0024p03" nymRef="names.xml#caes0024n03">Caesarea
δημοτέρῃ | δημοτέρῃ | grc | transcription | docs/texts/xml/caes0025.xml|<p>δημοτέρῃ
τίμσε | τίμσε | grc | transcription | docs/texts/xml/caes0025.xml|<p>τίμσε
Νόμον | Νόμον | grc | transcription | docs/texts/xml/caes0025.xml|<p>Νόμον
χρυσέῃ | χρυσέῃ | grc | transcription | docs/texts/xml/caes0025.xml|<p>χρυσέῃ
ἐν | ἐν | grc | transcription | docs/texts/xml/caes0025.xml|<p>ἐν
ὶ | ὶ | grc | transcription | docs/texts/xml/caes0025.xml|<p>ὶ
μ | μ | grc | transcription | docs/texts/xml/caes0025.xml|<p>μ
οφῇ | οφῇ | grc | transcription | docs/texts/xml/caes0025.xml|<p>οφῇ
ἡ | ὁ | grc | transcription | docs/texts/xml/caes0025.xml|<p>ἡ
πτόλις | πτόλις | grc | transcription | docs/texts/xml/caes0025.xml|<p>πτόλις
εὐνομίῃ | εὐνομίῃ | grc | transcription | docs/texts/xml/caes0025.xml|<p>εὐνομίῃ
