Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
of | of | la-transl | translation | docs/texts/xml/caes0017.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0017.xml|<p>the
young | young | la-transl | translation | docs/texts/xml/caes0017.xml|<p>young
Flavius | Flavius | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p01" nymRef="names.xml#caes0017n01">Flavius
Valerius | Valerius | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p02" nymRef="names.xml#caes0017n02">Valerius
Constantius | Constantius | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p03" nymRef="names.xml#caes0017n03">Constantius
faithful | faithful | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name>faithful
happy | happy | la-transl | translation | docs/texts/xml/caes0017.xml|<p>happy
unconquered | unconquered | la-transl | translation | docs/texts/xml/caes0017.xml|<p>unconquered
most | most | la-transl | translation | docs/texts/xml/caes0017.xml|<p>most
noble | noble | la-transl | translation | docs/texts/xml/caes0017.xml|<p>noble
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0017.xml|<p>Caesar.
Aufidius | Aufidius | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p04" nymRef="names.xml#caes0017n04">Aufidius
Priscus | Priscus | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name><persName lang="la " ref="persons.xml#caes0017p05" nymRef="names.xml#caes0017n05">Priscus
of | of | la-transl | translation | docs/texts/xml/caes0017.xml|<p><name>of
perfectissimate | perfectissimate | la-transl | translation | docs/texts/xml/caes0017.xml|<p><rs type="admTitle">perfectissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0017.xml|<p>rank
governor | governor | la-transl | translation | docs/texts/xml/caes0017.xml|<p><rs type="admTitle">governor
of | of | la-transl | translation | docs/texts/xml/caes0017.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0017.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0017.xml|<p>province
of | of | la-transl | translation | docs/texts/xml/caes0017.xml|<p>of
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0017.xml|<p><placeName>Palaestina
to | to | la-transl | translation | docs/texts/xml/caes0017.xml|<p>to
their | their | la-transl | translation | docs/texts/xml/caes0017.xml|<p>their
might | might | la-transl | translation | docs/texts/xml/caes0017.xml|<p>might
and | and | la-transl | translation | docs/texts/xml/caes0017.xml|<p>and
majesty | majesty | la-transl | translation | docs/texts/xml/caes0017.xml|<p>majesty.
C | C | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr><unclear>C</unclear>
Caio | caio | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><expan>Caio</expan>
Iulio | Iulio | la | transcription | docs/texts/xml/caes0018.xml|<p><supplied reason="undefined">Iulio
Titiano | Titiano | la | transcription | docs/texts/xml/caes0018.xml|<p><supplied reason="undefined">Titiano</supplied>
legato | lego | la | transcription | docs/texts/xml/caes0018.xml|<p>legato
Aug | Aug | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr><supplied reason="undefined">Aug</supplied>
Augusti | augustus | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><expan>Augusti</expan>
pro | pro | la | transcription | docs/texts/xml/caes0018.xml|<p><supplied reason="undefined"><expan><ex>pr</abbr>o</ex></expan>
praetore | praetor | la | transcription | docs/texts/xml/caes0018.xml|<p><supplied reason="undefined"><expan><ex>pr</abbr>aetore</ex></expan>
Syriae | Syriae | la | transcription | docs/texts/xml/caes0018.xml|<p><expan><ex>Syr</abbr>iae</ex></expan>
Pa | Pa | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr><unclear>Pa</unclear>
laest | laest | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr><supplied reason="undefined">laest</supplied>
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><expan>Palaestinae</expan>
Marcus | marcus | la | transcription | docs/texts/xml/caes0018.xml|<p><expan><ex>M</abbr>arcus</ex></expan>
Flavius | flavus | la | transcription | docs/texts/xml/caes0018.xml|<p><expan><ex>Fl</abbr>avius</ex></expan>
Quirina | Quirina | la | transcription | docs/texts/xml/caes0018.xml|<p><expan><ex>Quir</abbr>ina</ex></expan>
S | S | la | transcription | docs/texts/xml/caes0018.xml|<p>S</gap>
legionis | legio | la | transcription | docs/texts/xml/caes0018.xml|<p><expan><ex>leg</abbr>ionis</ex></expan>
X | X | la | transcription | docs/texts/xml/caes0018.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0018.xml|<p><supplied reason="undefined">Fretensis</supplied>
Antoninianae | Antoninianae | la | transcription | docs/texts/xml/caes0018.xml|<p><del><supplied reason="undefined">Antoninianae</supplied>
s | s | la | transcription | docs/texts/xml/caes0018.xml|<p><unclear>s</unclear>
optimo | bonus | la | transcription | docs/texts/xml/caes0018.xml|<p><expan><ex>op</abbr>timo</ex></expan>
et | et | la | transcription | docs/texts/xml/caes0018.xml|<p>et
mer | mer | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><abbr><unclear>mer</unclear>
merenti | mereo | la | transcription | docs/texts/xml/caes0018.xml|<p><choice><expan>merenti</expan>
To | To | la-transl | translation | docs/texts/xml/caes0018.xml|<p>To
Gaius | Gaius | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p01" nymRef="names.xml#caes0018n01">Gaius
Julius | Julius | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p02" nymRef="names.xml#caes0018n02">Julius
Titianus | Titianus | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p03" nymRef="names.xml#caes0018n03">Titianus
propaetorian | propaetorian | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><rs type="admTitle">propaetorian
legate | legate | la-transl | translation | docs/texts/xml/caes0018.xml|<p><rs type="admTitle">legate
of | of | la-transl | translation | docs/texts/xml/caes0018.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0018.xml|<p>Augustus
for | for | la-transl | translation | docs/texts/xml/caes0018.xml|<p>for
Syria | Syria | la-transl | translation | docs/texts/xml/caes0018.xml|<p><placeName>Syria
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0018.xml|<p><placeName>Palaestina
Marcus | Marcus | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p04" nymRef="names.xml#caes0018n04">Marcus
Flavius | Flavius | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p05" nymRef="names.xml#caes0018n05">Flavius
S | S | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name><persName lang="la " ref="persons.xml#caes0018p06" nymRef="names.xml#caes0018n06">S-
of | of | la-transl | translation | docs/texts/xml/caes0018.xml|<p><name>of
the | the | la-transl | translation | docs/texts/xml/caes0018.xml|<p>the
tribe | tribe | la-transl | translation | docs/texts/xml/caes0018.xml|<p>tribe
Quirinaof | Quirinaof | la-transl | translation | docs/texts/xml/caes0018.xml|<p>Quirina...of
the | the | la-transl | translation | docs/texts/xml/caes0018.xml|<p>the
tenth | tenth | la-transl | translation | docs/texts/xml/caes0018.xml|<p>tenth
legion | legion | la-transl | translation | docs/texts/xml/caes0018.xml|<p>legion
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0018.xml|<p>Fretensis
Antoniniana | Antoniniana | la-transl | translation | docs/texts/xml/caes0018.xml|<p>Antoniniana
tobest | tobest | la-transl | translation | docs/texts/xml/caes0018.xml|<p>to...best
and | and | la-transl | translation | docs/texts/xml/caes0018.xml|<p>and
deserving | deserving | la-transl | translation | docs/texts/xml/caes0018.xml|<p>deserving.
to | to | la | transcription | docs/texts/xml/caes0019.xml|<p>to
raes | raes | la | transcription | docs/texts/xml/caes0019.xml|<p>raes
devotus | de_-voveo | la | transcription | docs/texts/xml/caes0019.xml|<p><supplied reason="undefined"><expan><ex>d</abbr>evotus</ex></expan>
numini | numen | la | transcription | docs/texts/xml/caes0019.xml|<p><supplied reason="undefined"><expan><ex>n</abbr>umini</ex></expan>
maiestatique | majestas | la | transcription | docs/texts/xml/caes0019.xml|<p><choice><expan>m</supplied>q</abbr>maiestatique</expan>
eius | is | la | transcription | docs/texts/xml/caes0019.xml|<p><expan><ex>e</abbr>ius</ex></expan>
legato | lego | la | transcription | docs/texts/xml/caes0020.xml|<p><expan><ex>leg</abbr>ato</ex></expan>
Augusti | augustus | la | transcription | docs/texts/xml/caes0020.xml|<p><expan><ex>Aug</abbr>usti</ex></expan>
pro | pro | la | transcription | docs/texts/xml/caes0020.xml|<p><expan><ex>pr</abbr>o</ex></expan>
praetore | praetor | la | transcription | docs/texts/xml/caes0020.xml|<p><expan><ex>pr</abbr>aetore</ex></expan>
provinciae | provincia | la | transcription | docs/texts/xml/caes0020.xml|<p><expan><ex>provinc</abbr>iae</ex></expan>
Syr | Syr | la | transcription | docs/texts/xml/caes0020.xml|<p><choice><abbr><supplied reason="undefined">Syr</supplied>
Syriae | Syriae | la | transcription | docs/texts/xml/caes0020.xml|<p><choice><expan>Syriae</expan>
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0020.xml|<p><choice><expan>P</supplied>alae</supplied>st</abbr>Palaestinae</expan>
VICVa | VICVa | la | transcription | docs/texts/xml/caes0020.xml|<p><unclear>VICV</gap>a</unclear>
Victorinus | Victorinus | la | transcription | docs/texts/xml/caes0020.xml|<p>Victorinus.
propraetorian | propraetorian | la-transl | translation | docs/texts/xml/caes0020.xml|<p><rs type="admTitle">propraetorian
legate | legate | la-transl | translation | docs/texts/xml/caes0020.xml|<p><rs type="admTitle">legate
of | of | la-transl | translation | docs/texts/xml/caes0020.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0020.xml|<p><rs type="admTitle">Augustus
for | for | la-transl | translation | docs/texts/xml/caes0020.xml|<p>for
the | the | la-transl | translation | docs/texts/xml/caes0020.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0020.xml|<p>province
Syria | Syria | la-transl | translation | docs/texts/xml/caes0020.xml|<p><placeName>Syria
PalaestinaVictorinus | PalaestinaVictorinus | la-transl | translation | docs/texts/xml/caes0020.xml|<p>Palaestina...Victorinus.
Tiberio | Tiberio | la | transcription | docs/texts/xml/caes0021.xml|<p><expan><ex>Ti</abbr>berio</ex></expan>
Claudio | Claudio | la | transcription | docs/texts/xml/caes0021.xml|<p><expan><ex>Cl</abbr>audio</ex></expan>
G | G | la | transcription | docs/texts/xml/caes0021.xml|<p><unclear>G</unclear>
legato | lego | la | transcription | docs/texts/xml/caes0021.xml|<p><expan><ex>leg</abbr>ato</ex></expan>
leg | leg | la | transcription | docs/texts/xml/caes0021.xml|<p><choice><abbr><supplied reason="undefined">leg
legionis | legio | la | transcription | docs/texts/xml/caes0021.xml|<p><choice><expan>legionis</expan>
T | T | la | transcription | docs/texts/xml/caes0021.xml|<p><unclear>T</unclear>
E | ex | la | transcription | docs/texts/xml/caes0021.xml|<p><unclear>E</unclear>
To | To | la-transl | translation | docs/texts/xml/caes0021.xml|<p>To
Tiberius | Tiberius | la-transl | translation | docs/texts/xml/caes0021.xml|<p><name><persName lang="la " ref="persons.xml#caes0021p01" nymRef="names.xml#caes0021n01">Tiberius
Claudius | Claudius | la-transl | translation | docs/texts/xml/caes0021.xml|<p><name><persName lang="la " ref="persons.xml#caes0021p02" nymRef="names.xml#caes0021n02">Claudius
G | G | la-transl | translation | docs/texts/xml/caes0021.xml|<p><name><persName lang="la " ref="persons.xml#caes0021p03" nymRef="names.xml#caes0021n03">G-
legional | legional | la-transl | translation | docs/texts/xml/caes0021.xml|<p><name><rs type="admTitle">legional
legate | legate | la-transl | translation | docs/texts/xml/caes0021.xml|<p>legate...
a | ab | la | transcription | docs/texts/xml/caes0022.xml|<p>a
Sexto | sextus | la | transcription | docs/texts/xml/caes0022.xml|<p><expan><ex>Sex</abbr>to</ex></expan>
leg | leg | la | transcription | docs/texts/xml/caes0022.xml|<p><choice><abbr><supplied reason="undefined">leg</supplied>
legato | lego | la | transcription | docs/texts/xml/caes0022.xml|<p><choice><expan>legato</expan>
Augusti | augustus | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined"><expan><ex>Aug</abbr>usti</ex></expan>
pro | pro | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined"><expan><ex>pr</abbr>o</ex></expan>
praetore | praetor | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined"><expan><ex>pr</abbr>aetore</ex></expan>
Syriae | Syriae | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined"><expan><ex>Syr</abbr>iae</ex></expan>
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0022.xml|<p><supplied reason="undefined"><expan><ex>Pal</abbr>aestinae</ex></expan>
praef | praef | la | transcription | docs/texts/xml/caes0022.xml|<p><choice><abbr><supplied reason="undefined">praef</supplied>
praefecto | praeficio | la | transcription | docs/texts/xml/caes0022.xml|<p><choice><expan>praefecto</expan>
ar | ar | la | transcription | docs/texts/xml/caes0022.xml|<p>ar</gap></unclear>
b | b | la | transcription | docs/texts/xml/caes0022.xml|<p>b
cher | cher | la | transcription | docs/texts/xml/caes0022.xml|<p>cher
L | L | la | diplomatic | docs/texts/xml/caes0023.xml|>L
STIO | STIO | la | diplomatic | docs/texts/xml/caes0023.xml|<p>STIO
Flavia | Flavia | la | transcription | docs/texts/xml/caes0024.xml|<p>Flavia
Flavia | Flavia | la-transl | translation | docs/texts/xml/caes0024.xml|<p><name><persName lang="la " ref="persons.xml#caes0024p01" nymRef="names.xml#caes0024n01">Flavia
Augusta | Augusta | la-transl | translation | docs/texts/xml/caes0024.xml|<p><name><persName lang="la " ref="persons.xml#caes0024p02" nymRef="names.xml#caes0024n02">Augusta
Caesarea | Caesarea | la-transl | translation | docs/texts/xml/caes0024.xml|<p><name><persName lang="la " ref="persons.xml#caes0024p03" nymRef="names.xml#caes0024n03">Caesarea
δημοτέρῃν | δημοτέρῃν | grc | transcription | docs/texts/xml/caes0025.xml|<p><unclear>δημοτέρῃν</unclear>
ὶ | ὶ | grc | transcription | docs/texts/xml/caes0025.xml|<p><unclear>ὶ</unclear>
μ | μ | grc | transcription | docs/texts/xml/caes0025.xml|<p><unclear>μ</unclear>
οφῇ | οφῇ | grc | transcription | docs/texts/xml/caes0025.xml|<p><unclear>ο</unclear>φῇ
ἡ | ὁ | grc | transcription | docs/texts/xml/caes0025.xml|<p>ἡ
πτόλις | πτόλις | grc | transcription | docs/texts/xml/caes0025.xml|<p>πτόλις
εὐνομίῃ | εὐνομίῃ | grc | transcription | docs/texts/xml/caes0025.xml|<p>εὐνομίῃ
μεμελημένον | μεμελημένον | grc | transcription | docs/texts/xml/caes0025.xml|<p>μεμελημένον
ὄρχαμον | ὄρχαμος | grc | transcription | docs/texts/xml/caes0025.xml|<p>ὄρχαμον
ἀνδρῶν | ἀνδρόω | grc | transcription | docs/texts/xml/caes0025.xml|<p>ἀνδρῶν
οἱ | ὁ | grc | transcription | docs/texts/xml/caes0025.xml|<p>οἱ
δρόμῳ | δρόμῳ | grc | transcription | docs/texts/xml/caes0025.xml|<p>δρόμῳ
ἐξανύο | ἐξανύο | grc | transcription | docs/texts/xml/caes0025.xml|<p><unclear>ἐξανύο</unclear>
υ | υ | grc | transcription | docs/texts/xml/caes0025.xml|<p><unclear>υ</unclear>
σιν | σιν | grc | transcription | docs/texts/xml/caes0025.xml|<p><unclear>σ</unclear>ιν
ἐφημοσύνην | ἐφημοσύνην | grc | transcription | docs/texts/xml/caes0025.xml|<p>ἐφημοσύνην
βασιλήων | βασιλήων | grc | transcription | docs/texts/xml/caes0025.xml|<p>βασιλήων.
Publicly | Publicly | grc-transl | translation | docs/texts/xml/caes0025.xml|<p>Publicly
with | with | grc-transl | translation | docs/texts/xml/caes0025.xml|<p>with
