Text,Lemma,Language,Edition Type,XML Context,File
Sisinios, Sisinios, grc-transl, translation, <p>Sisinios</p>, docs/texts/xml/caes0168.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0168.xml
woodcutter, woodcutter, grc-transl, translation, <p>woodcutter</p>, docs/texts/xml/caes0168.xml
θήκη, θήκη, grc, transcription, <p>θήκη</p>, docs/texts/xml/caes0169.xml
Ἠλ­ία, Ἠλ­ία, grc, transcription, <p>Ἠλ­<lb/>ία</p>, docs/texts/xml/caes0169.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0169.xml
Ἐντ­, Ἐντ­, grc, transcription, <p>Ἐντ­</p>, docs/texts/xml/caes0169.xml
ουλίου, ουλίου, grc, transcription, <p><hi>ου</hi>λί<hi>ου</hi></p>, docs/texts/xml/caes0169.xml
Κρ­, Κρ­, grc, transcription, <p>Κρ­</p>, docs/texts/xml/caes0169.xml
ούνου, ούνου, grc, transcription, <p><hi>ού</hi>ν<hi>ου</hi></p>, docs/texts/xml/caes0169.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0169.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0169.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0169.xml
Elias, Elias, grc-transl, translation, <p><name><persName lang="hbo " ref="persons.xml#caes0169p01">Elias</persName></name></p>, docs/texts/xml/caes0169.xml
and, and, grc-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0169.xml
Entolios, Entolios, grc-transl, translation, <p><name><persName ref="persons.xml#caes0169p02">Entolios</persName></name></p>, docs/texts/xml/caes0169.xml
of, of, grc-transl, translation, <p><name>of</name></p>, docs/texts/xml/caes0169.xml
Krounos, Krounos, grc-transl, translation, <p>Krounos</p>, docs/texts/xml/caes0169.xml
θήκη, θήκη, grc, transcription, <p><supplied reason="undefined">θήκη</supplied></p>, docs/texts/xml/caes0170.xml
Ἰωσή­, Ἰωσή­, grc, transcription, <p>Ἰωσ<unclear>ή­</unclear></p>, docs/texts/xml/caes0170.xml
φο, φο, grc, transcription, <p><supplied reason="undefined">φο</supplied></p>, docs/texts/xml/caes0170.xml
υ, υ, grc, transcription, <p><unclear>υ</unclear></p>, docs/texts/xml/caes0170.xml
Λεον­, Λεον­, grc, transcription, <p>Λεον­</p>, docs/texts/xml/caes0170.xml
τίου, τίου, grc, transcription, <p><supplied reason="undefined">τίου</supplied></p>, docs/texts/xml/caes0170.xml
τεντ­, τεντ­, grc, transcription, <p>τεντ­</p>, docs/texts/xml/caes0170.xml
ου, ου, grc, transcription, <p><gap reason="illegible" quantity="3" unit="character"><hi rend="ligature">ου</hi></gap></p>, docs/texts/xml/caes0170.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0170.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0170.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0170.xml
Iosephos, Iosephos, grc-transl, translation, <p><name><persName ref="persons.xml#caes0170p01">Iosephos</persName></name></p>, docs/texts/xml/caes0170.xml
Leontios, Leontios, grc-transl, translation, <p><name><persName ref="persons.xml#caes0170p02">Leontios</persName></name></p>, docs/texts/xml/caes0170.xml
ΥΜΑ, ΥΜΑ, grc, diplomatic, <p><gap reason="illegible" quantity="2" unit="character">ΥΜ<unclear>Α</unclear></gap></p>, docs/texts/xml/caes0171.xml
ΑΜΟΥ, ΑΜΟΥ, grc, diplomatic, <p><gap reason="illegible" quantity="2" unit="character"><lb><gap reason="illegible" quantity="2" unit="character">ΑΜ<hi>ΟΥ</hi></gap></lb></gap></p>, docs/texts/xml/caes0171.xml
ΧΑΝΙ, ΧΑΝΙ, grc, diplomatic, <p><gap reason="illegible" quantity="2" unit="character"><lb><gap reason="illegible" quantity="2" unit="character">ΧΑΝΙ</gap></lb></gap></p>, docs/texts/xml/caes0171.xml
μηνόιων, μηνόιων, grc, transcription, <p>μηνόιων</p>, docs/texts/xml/caes0172.xml
διαφέρο­, διαφέρο­, grc, transcription, <p>διαφέρο­</p>, docs/texts/xml/caes0172.xml
τα, τα, grc, transcription, <p>τα</p>, docs/texts/xml/caes0172.xml
κύρᾳ, κύρᾳ, grc, transcription, <p>κύρᾳ</p>, docs/texts/xml/caes0172.xml
Σεβήρᾳ, Σεβήρᾳ, grc, transcription, <p>Σεβήρᾳ</p>, docs/texts/xml/caes0172.xml
κὰ, κὰ, grc, transcription, <p>κὰ</p>, docs/texts/xml/caes0172.xml
τῶ, ὁ, grc, transcription, <p>τῶ</p>, docs/texts/xml/caes0172.xml
αυοὐτῆ­, αυοὐτῆ­, grc, transcription, <p>αυοὐτῆ­</p>, docs/texts/xml/caes0172.xml
Μηκέρω­, Μηκέρω­, grc, transcription, <p>Μηκέρω­</p>, docs/texts/xml/caes0172.xml
ν, ν, grc, transcription, <p>ν</p>, docs/texts/xml/caes0172.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0172.xml
Εἰσ­, Εἰσ­, grc, transcription, <p>Εἰσ­</p>, docs/texts/xml/caes0172.xml
ίσα, ίσα, grc, transcription, <p>ίσα</p>, docs/texts/xml/caes0172.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0172.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0172.xml
belonging, belonging, grc-transl, translation, <p>belonging</p>, docs/texts/xml/caes0172.xml
to, to, grc-transl, translation, <p>to</p>, docs/texts/xml/caes0172.xml
Lady, Lady, grc-transl, translation, <p><rs type="title">Lady</rs></p>, docs/texts/xml/caes0172.xml
Severa, Severa, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0172p01">Severa</persName></p>, docs/texts/xml/caes0172.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0172.xml
her, her, grc-transl, translation, <p>her</p>, docs/texts/xml/caes0172.xml
children, children, grc-transl, translation, <p><rs type="family">children</rs></p>, docs/texts/xml/caes0172.xml
Mekeron, Mekeron, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0172p02">Mekeron</persName></p>, docs/texts/xml/caes0172.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0172.xml
Eisisa, Eisisa, grc-transl, translation, <p>Eisisa</p>, docs/texts/xml/caes0172.xml
Παρηγο, Παρηγο, grc, transcription, <p>Παρηγο</p>, docs/texts/xml/caes0173.xml
ρίου, ρίου, grc, transcription, <p>ρίου</p>, docs/texts/xml/caes0173.xml
Μαρί, Μαρί, grc, transcription, <p>Μαρί</p>, docs/texts/xml/caes0173.xml
νου, νου, grc, transcription, <p>νου</p>, docs/texts/xml/caes0173.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0173.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0173.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0173.xml
Paregorios, Paregorios, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0173p01">Paregorios</persName></name></p>, docs/texts/xml/caes0173.xml
Marinos, Marinos, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0173p02">Marinos</persName></name></p>, docs/texts/xml/caes0173.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0174.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0174.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0174.xml
Symon, Symon, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0174p01">Symon</persName></name></p>, docs/texts/xml/caes0174.xml
Iakon, Iakon, grc-transl, translation, <p><name><persName lang="hbo " ref="persons.xml#caes0174p02">Iakon</persName></name></p>, docs/texts/xml/caes0174.xml
ΘΗΚ, ΘΗΚ, grc, diplomatic, <p>ΘΗ<unclear>Κ</unclear></p>, docs/texts/xml/caes0175.xml
Η, Η, grc, diplomatic, <p><supplied reason="undefined">Η</supplied></p>, docs/texts/xml/caes0175.xml
ἈΛΑΦ, ἈΛΑΦ, grc, diplomatic, <p><lb>ἈΛΑ<unclear>Φ</unclear></lb></p>, docs/texts/xml/caes0175.xml
ΘΑ, ΘΑ, grc, diplomatic, <p><supplied reason="undefined">ΘΑ</supplied></p>, docs/texts/xml/caes0175.xml
ΑΜΒ, ΑΜΒ, grc, diplomatic, <p><supplied reason="undefined"><lb>ΑΜΒ</lb></supplied></p>, docs/texts/xml/caes0175.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0175.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0175.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0175.xml
Alaphtha, Alaphtha, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0175p01">Alaphtha</persName></p>, docs/texts/xml/caes0175.xml
α, α, grc, transcription, <p><unclear>α</unclear></p>, docs/texts/xml/caes0176.xml
ς, ς, grc, transcription, <p><unclear>ς</unclear></p>, docs/texts/xml/caes0176.xml
ί­, ί­, grc, transcription, <p><unclear>ί</unclear>­</p>, docs/texts/xml/caes0176.xml
ας, ας, grc, transcription, <p>ας</p>, docs/texts/xml/caes0176.xml
μημόριον, μημόριον, grc, transcription, <p><space><lb>μημόριον</lb></space></p>, docs/texts/xml/caes0176.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0176.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0176.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0176.xml
ΦΟ, ΦΟ, grc, diplomatic, <p><gap reason="illegible" quantity="3" unit="character">ΦΟ</gap></p>, docs/texts/xml/caes0177.xml
ο, ο, grc, transcription, <p><gap reason="illegible" quantity="3" unit="character"><unclear><unclear><unclear>ο</unclear></unclear></unclear></gap></p>, docs/texts/xml/caes0178.xml
υ, υ, grc, transcription, <p><unclear>υ</unclear></p>, docs/texts/xml/caes0178.xml
Ἀντωνίνουκαὶ, Ἀντωνίνουκαὶ, grc, transcription, <p>Ἀντωνίνου<lb/>καὶ</p>, docs/texts/xml/caes0180.xml
Κύρουτέκνα, Κύρουτέκνα, grc, transcription, <p>Κύρου<lb/>τέκνα</p>, docs/texts/xml/caes0180.xml
Σα­μουήλου, Σα­μουήλου, grc, transcription, <p>Σα­<lb/>μουήλου</p>, docs/texts/xml/caes0180.xml
שלום, שלום, grc, transcription, <p><foreign lang="heb">שלום</foreign></p>, docs/texts/xml/caes0180.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0180.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0180.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0180.xml
Antoninos, Antoninos, grc-transl, translation, <p><name><persName ref="persons.xml#caes0180p01">Antoninos</persName></name></p>, docs/texts/xml/caes0180.xml
and, and, grc-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0180.xml
Kyros, Kyros, grc-transl, translation, <p><name><persName ref="persons.xml#caes0180p02">Kyros</persName></name></p>, docs/texts/xml/caes0180.xml
children, children, grc-transl, translation, <p><name><rs type="family">children</rs></name></p>, docs/texts/xml/caes0180.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0180.xml
Samuelos, Samuelos, grc-transl, translation, <p><name><persName ref="persons.xml#caes0180p03">Samuelos</persName></name></p>, docs/texts/xml/caes0180.xml
Peace!, Peace!, grc-transl, translation, <p>Peace!</p>, docs/texts/xml/caes0180.xml
θήκη, θήκη, grc, transcription, <p>θήκη</p>, docs/texts/xml/caes0181.xml
Ν, Ν, grc, transcription, <p>Ν</p>, docs/texts/xml/caes0181.xml
υἱοῦ, υἱός, grc, transcription, <p><lb>υἱοῦ</lb></p>, docs/texts/xml/caes0181.xml
Τ, Τ, grc, transcription, <p>Τ</p>, docs/texts/xml/caes0181.xml
Δωσᾶ, Δωσᾶ, grc, transcription, <p><lb>Δωσᾶ</lb></p>, docs/texts/xml/caes0181.xml
Βο, Βο, grc, transcription, <p>Βο</p>, docs/texts/xml/caes0181.xml
ש, ש, grc, transcription, <p><foreign lang="heb">ש</foreign></p>, docs/texts/xml/caes0181.xml
לום, לום, grc, transcription, <p><foreign lang="heb"><supplied reason="undefined">לום</supplied></foreign></p>, docs/texts/xml/caes0181.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0181.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0181.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0181.xml
N--, N--, grc-transl, translation, <p>N--</p>, docs/texts/xml/caes0181.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0181.xml
son, son, grc-transl, translation, <p><rs type="family">son</rs></p>, docs/texts/xml/caes0181.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0181.xml
T--, T--, grc-transl, translation, <p>T--</p>, docs/texts/xml/caes0181.xml
Dosa, Dosa, grc-transl, translation, <p><name><persName ref="persons.xml#caes0181p01">Dosa</persName></name></p>, docs/texts/xml/caes0181.xml
Bo--, Bo--, grc-transl, translation, <p><name>Bo--</name></p>, docs/texts/xml/caes0181.xml
Peace!, Peace!, grc-transl, translation, <p>Peace!</p>, docs/texts/xml/caes0181.xml
ΜΜΑ, ΜΜΑ, grc, diplomatic, <p>ΜΜΑ</p>, docs/texts/xml/caes0182.xml
Α­ΒΒΑΝ, Α­ΒΒΑΝ, grc, diplomatic, <p><supplied>Α</supplied>­<lb/>ΒΒΑ<unclear>Ν</unclear></p>, docs/texts/xml/caes0182.xml
­ΟΥ, ­ΟΥ, grc, diplomatic, <p><gap reason="illegible" quantity="2" unit="character">­<lb/>ΟΥ</gap></p>, docs/texts/xml/caes0182.xml
של, של, grc, diplomatic, <p><foreign lang="heb"><supplied reason="undefined">של</supplied></foreign></p>, docs/texts/xml/caes0182.xml
ום, ום, grc, diplomatic, <p><foreign lang="heb">ום</foreign></p>, docs/texts/xml/caes0182.xml
Amma--, Amma--, grc-transl, translation, <p>Amma--</p>, docs/texts/xml/caes0182.xml
father, father, grc-transl, translation, <p><rs type="family">father</rs></p>, docs/texts/xml/caes0182.xml
N--, N--, grc-transl, translation, <p>N--</p>, docs/texts/xml/caes0182.xml
shalom!, shalom!, grc-transl, translation, <p>shalom!</p>, docs/texts/xml/caes0182.xml
τέκνα, τέκνα, grc, transcription, <p><gap reason="illegible" quantity="2" unit="character"><supplied>τέ</supplied>κνα</gap></p>, docs/texts/xml/caes0183.xml
χίας, χίας, grc, transcription, <p><gap reason="illegible" quantity="3" unit="character">χίας</gap></p>, docs/texts/xml/caes0183.xml
שלום, שלום, grc, transcription, <p><foreign lang="heb">שלום</foreign></p>, docs/texts/xml/caes0183.xml
ע, ע, grc, transcription, <p><foreign lang="heb">ע</foreign></p>, docs/texts/xml/caes0183.xml
ל, ל, grc, transcription, <p><foreign lang="heb"><supplied reason="undefined">ל</supplied></foreign></p>, docs/texts/xml/caes0183.xml
ישראל, ישראל, grc, transcription, <p><foreign lang="heb"><supplied reason="undefined">ישראל</supplied></foreign></p>, docs/texts/xml/caes0183.xml
children, children, grc-transl, translation, <p><rs type="family">children</rs></p>, docs/texts/xml/caes0183.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0183.xml
Peace, Peace, grc-transl, translation, <p>Peace</p>, docs/texts/xml/caes0183.xml
unto, unto, grc-transl, translation, <p>unto</p>, docs/texts/xml/caes0183.xml
Israel!, Israel!, grc-transl, translation, <p>Israel!</p>, docs/texts/xml/caes0183.xml
μημόριονΜεγάλου, μημόριονΜεγάλου, grc, transcription, <p>μημόριον<lb/>Μεγάλου</p>, docs/texts/xml/caes0184.xml
Βαβυ­λωναρίουυἱοῦ, Βαβυ­λωναρίουυἱοῦ, grc, transcription, <p>Βαβυ­<lb/>λωναρίου<lb/>υἱοῦ</p>, docs/texts/xml/caes0184.xml
Ζερέκα, Ζερέκα, grc, transcription, <p>Ζερέκα</p>, docs/texts/xml/caes0184.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0184.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0184.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0184.xml
Megas, Megas, grc-transl, translation, <p><name><persName ref="persons.xml#caes0184p01">Megas</persName></name></p>, docs/texts/xml/caes0184.xml
the, the, grc-transl, translation, <p><name>the</name></p>, docs/texts/xml/caes0184.xml
Babylonarian, Babylonarian, grc-transl, translation, <p>Babylonarian</p>, docs/texts/xml/caes0184.xml
son, son, grc-transl, translation, <p><rs type="family">son</rs></p>, docs/texts/xml/caes0184.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0184.xml
Zereka, Zereka, grc-transl, translation, <p><name><persName ref="persons.xml#caes0184p02">Zereka</persName></name></p>, docs/texts/xml/caes0184.xml
μημόριονΣύμωνοςκαὶ, μημόριονΣύμωνοςκαὶ, grc, transcription, <p>μημόριον<lb/>Σύμωνος<lb/>καὶ</p>, docs/texts/xml/caes0185.xml
Ἰουλια­νῆς, Ἰουλια­νῆς, grc, transcription, <p>Ἰουλια­<lb/>νῆς</p>, docs/texts/xml/caes0185.xml
συνβ­ίου, συνβ­ίου, grc, transcription, <p>συνβ­<lb/>ίου</p>, docs/texts/xml/caes0185.xml
αοὐτο­ῦ, αοὐτο­ῦ, grc, transcription, <p>αοὐτο­<lb/>ῦ</p>, docs/texts/xml/caes0185.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0185.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0185.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0185.xml
Symon, Symon, grc-transl, translation, <p><name><persName ref="persons.xml#caes0185p01">Symon</persName></name></p>, docs/texts/xml/caes0185.xml
and, and, grc-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0185.xml
Iouliane, Iouliane, grc-transl, translation, <p><name><persName ref="persons.xml#caes0185p02">Iouliane</persName></name></p>, docs/texts/xml/caes0185.xml
his, his, grc-transl, translation, <p><name>his</name></p>, docs/texts/xml/caes0185.xml
wife, wife, grc-transl, translation, <p>wife</p>, docs/texts/xml/caes0185.xml
ΜΗ, ΜΗ, grc, diplomatic, <p>Μ<unclear>Η</unclear></p>, docs/texts/xml/caes0186.xml
ΜΟΡΙΟΝ, ΜΟΡΙΟΝ, grc, diplomatic, <p><supplied reason="undefined">ΜΟΡΙΟΝ</supplied></p>, docs/texts/xml/caes0186.xml
ΣΥΜΕΩΝΟΣ, ΣΥΜΕΩΝΟΣ, grc, diplomatic, <p><lb>ΣΥΜΕ<supplied>ΩΝΟΣ</supplied></lb></p>, docs/texts/xml/caes0186.xml
ΡΥΘΟ, ΡΥΘΟ, grc, diplomatic, <p><lb><gap reason="illegible" quantity="1" unit="character">ΡΥΘΟ</gap></lb></p>, docs/texts/xml/caes0186.xml
μημόριονδιαφέρωνΜαρίας, μημόριονδιαφέρωνΜαρίας, grc, transcription, <p>μημόριον<lb/>διαφέρων<lb/>Μαρίας</p>, docs/texts/xml/caes0187.xml
καὶ, καὶ, grc, transcription, <p><expan><abbr>κ</abbr><ex>αὶ</ex></expan></p>, docs/texts/xml/caes0187.xml
Λαζάρου, Λαζάρου, grc, transcription, <p>Λαζάρου</p>, docs/texts/xml/caes0187.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0187.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0187.xml
belonging, belonging, grc-transl, translation, <p>belonging</p>, docs/texts/xml/caes0187.xml
to, to, grc-transl, translation, <p>to</p>, docs/texts/xml/caes0187.xml
Maria, Maria, grc-transl, translation, <p><name><persName ref="persons.xml#caes0187p01">Maria</persName></name></p>, docs/texts/xml/caes0187.xml
and, and, grc-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0187.xml
Lazaros, Lazaros, grc-transl, translation, <p><name><persName ref="persons.xml#caes0187p02">Lazaros</persName></name></p>, docs/texts/xml/caes0187.xml
μημόριο­ν, μημόριο­ν, grc, transcription, <p>μημόριο­<lb/>ν</p>, docs/texts/xml/caes0188.xml
Ἰακῶν­ος, Ἰακῶν­ος, grc, transcription, <p>Ἰακῶν­<lb/>ος</p>, docs/texts/xml/caes0188.xml
κὲ, κὲ, grc, transcription, <p>κὲ</p>, docs/texts/xml/caes0188.xml
Λα­, Λα­, grc, transcription, <p>Λα­</p>, docs/texts/xml/caes0188.xml
ζ, ζ, grc, transcription, <p><supplied reason="undefined">ζ</supplied></p>, docs/texts/xml/caes0188.xml
άρου, άρου, grc, transcription, <p><unclear>ά</unclear>ρ<unclear>ου</unclear></p>, docs/texts/xml/caes0188.xml
κὲ, κὲ, grc, transcription, <p>κὲ</p>, docs/texts/xml/caes0188.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0188.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0188.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0188.xml
Iakon, Iakon, grc-transl, translation, <p><name><persName lang="hbo " ref="persons.xml#caes0188p01">Iakon</persName></name></p>, docs/texts/xml/caes0188.xml
Jacob, Jacob, grc-transl, translation, <p><name>Jacob</name></p>, docs/texts/xml/caes0188.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0188.xml
Lazaros, Lazaros, grc-transl, translation, <p><name><persName ref="persons.xml#caes0188p02">Lazaros</persName></name></p>, docs/texts/xml/caes0188.xml
and, and, grc-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0188.xml
μνήμα, μνήμα, grc, transcription, <p>μνήμα</p>, docs/texts/xml/caes0189.xml
Λήα, Λήα, grc, transcription, <p>Λήα</p>, docs/texts/xml/caes0189.xml
τῆς, ὁ, grc, transcription, <p><supplied>τῆ</supplied><unclear>ς</unclear></p>, docs/texts/xml/caes0189.xml
θυγατρὸ, θυγατρὸ, grc, transcription, <p>θυγατρὸ</p>, docs/texts/xml/caes0189.xml
ς, ς, grc, transcription, <p><supplied reason="lost">ς</supplied></p>, docs/texts/xml/caes0189.xml
Βενιαμῖν, Βενιαμῖν, grc, transcription, <p><supplied>Βεν</supplied>ιαμῖν</p>, docs/texts/xml/caes0189.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0189.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0189.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0189.xml
Leah, Leah, grc-transl, translation, <p><name><persName lang="hbo " ref="persons.xml#caes0189p01">Leah</persName></name></p>, docs/texts/xml/caes0189.xml
the, the, grc-transl, translation, <p><name>the</name></p>, docs/texts/xml/caes0189.xml
daughter, daughter, grc-transl, translation, <p><rs type="family">daughter</rs></p>, docs/texts/xml/caes0189.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0189.xml
Beniamin, Beniamin, grc-transl, translation, <p><name><persName lang="hbo " ref="persons.xml#caes0189p02">Beniamin</persName></name></p>, docs/texts/xml/caes0189.xml
μνήμα, μνήμα, grc, transcription, <p><hi>μνήμ</hi>α</p>, docs/texts/xml/caes0190.xml
Ἰάκ­, Ἰάκ­, grc, transcription, <p>Ἰά<unclear>κ­</unclear></p>, docs/texts/xml/caes0190.xml
ῶνα, ῶνα, grc, transcription, <p><unclear>ῶ</unclear>να</p>, docs/texts/xml/caes0190.xml
Βαν, Βαν, grc, transcription, <p>Βαν</p>, docs/texts/xml/caes0190.xml
εὐψύχει, εὐψύχει, grc, transcription, <p><lb><gap reason="illegible" quantity="1" unit="character"><supplied>εὐ</supplied>ψ<supplied>ύχει</supplied></gap></lb></p>, docs/texts/xml/caes0190.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0190.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0190.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0190.xml
Iakon, Iakon, grc-transl, translation, <p><name><persName ref="persons.xml#caes0190p01">Iakon</persName></name></p>, docs/texts/xml/caes0190.xml
Jacob, Jacob, grc-transl, translation, <p><name>Jacob</name></p>, docs/texts/xml/caes0190.xml
Ban--, Ban--, grc-transl, translation, <p>Ban--</p>, docs/texts/xml/caes0190.xml
Farewell!, Farewell!, grc-transl, translation, <p>Farewell!</p>, docs/texts/xml/caes0190.xml
τόπος, τόπος, grc, transcription, <p><supplied>τόπ</supplied>ος</p>, docs/texts/xml/caes0191.xml
Παρη­, Παρη­, grc, transcription, <p>Παρη­</p>, docs/texts/xml/caes0191.xml
γορίου, γορίου, grc, transcription, <p><supplied>γορί</supplied>ου</p>, docs/texts/xml/caes0191.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0191.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0191.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0191.xml
Paregorios, Paregorios, grc-transl, translation, <p>Paregorios</p>, docs/texts/xml/caes0191.xml
τόπος, τόπος, grc, transcription, <p>τόπ<supplied>ος</supplied></p>, docs/texts/xml/caes0192.xml
Θεοδο, Θεοδο, grc, transcription, <p><supplied reason="lost">Θεοδο</supplied></p>, docs/texts/xml/caes0192.xml
σίου, σίου, grc, transcription, <p><lb break="no">σίου</lb></p>, docs/texts/xml/caes0192.xml
κα, ἄν, grc, transcription, <p>κ<unclear>α</unclear></p>, docs/texts/xml/caes0192.xml
ὶ, ὶ, grc, transcription, <p><supplied reason="lost">ὶ</supplied></p>, docs/texts/xml/caes0192.xml
Ἰακώ, Ἰακώ, grc, transcription, <p><supplied reason="lost">Ἰακώ</supplied></p>, docs/texts/xml/caes0192.xml
βου, βου, grc, transcription, <p><lb break="no">βο<unclear>υ</unclear></lb></p>, docs/texts/xml/caes0192.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0192.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0192.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0192.xml
Theodosios, Theodosios, grc-transl, translation, <p>Theodosios</p>, docs/texts/xml/caes0192.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0192.xml
Iakobos, Iakobos, grc-transl, translation, <p><persName lang="hbo " ref="persons.xml#caes0192p01">Iakobos</persName></p>, docs/texts/xml/caes0192.xml
θήκη, θήκη, grc, transcription, <p><supplied>θήκ</supplied>η</p>, docs/texts/xml/caes0193.xml
Ἐορ­, Ἐορ­, grc, transcription, <p>Ἐορ­</p>, docs/texts/xml/caes0193.xml
ταςίου, ταςίου, grc, transcription, <p><supplied>ταςί</supplied>ου</p>, docs/texts/xml/caes0193.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0193.xml
Νεημίας, Νεημίας, grc, transcription, <p><supplied>Νε</supplied>ημίας</p>, docs/texts/xml/caes0193.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0193.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0193.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0193.xml
Heortasios, Heortasios, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0193p01">Heortasios</persName></p>, docs/texts/xml/caes0193.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0193.xml
